sku,name,price,quantity,description
23273,CR NIVEA LATA 29G,22.7,4,NIVEA
31921,CR NIVEA LATA MEN 75G,43.75,0,NIVEA
33180,CR NIVEA MILK 400ML 40% ,32.9,0,NIVEA
3332,CR NIVEA NUTRITIVO 100G,41.0,4,NIVEA
19138,CR NIVEA Q10 ANTISINAIS FPS30 50G ,65.75,4,NIVEA
18872,CR NIVEA Q10 ANTISSINAIS NOTURNA 50G,65.75,4,BEIERSDORF
11492,CR NIVEA SOFT 48G,27.3,4,NIVEA
1860,CR NIVEA SOFT 49G,33.5,4,NIVEA
3470,CR NIVEA SOFT 98G,51.45,4,DIVERSAS
27155,CR NOTURNO ELSEVE CACHOS NUTR 300 ML,45.75,4,LOREAL
21885,CR NOVEX BROTO BAMBU 1000G,25.35,4,DIVERSAS
21887,CR NOVEX REPOSIT MASSA 1000G,26.7,4,DIVERSAS
5530,CR NUTRIDERMINA ATALAIA 50G,8.97,4,DIVERSAS
30254,CR P PENTEAR ABACATE AVOCADO  POWER 5,34.88,4,DIVERSAS
32847,CR PENT DABELLE 270G MEU CRONO PERFEITO ,12.0,0,DIVERSAS
33191,CR PENT ELSEVE NUTRI 250ML,21.3,0,LOREAL
30097,CR PENT KOLENE  CACHINHOS300GR,12.1,4,DIVERSAS
31319,CR PENT KOLENE 500ML CRONOGRAMA,17.0,0,DIVERSAS
31447,CR PENT KOLENE CURVATURAS 300G,10.7,0,DIVERSAS
28633,CR PENT LOLA MILAGRE 450G,45.0,4,LOLA
33287,CR PENT PANTENE 240GR BIOTINAMINA B3,17.7,0,PANTENE
21879,CR PENT PANTENE BAMBU 240G,17.7,4,PANTENE
21661,CR PENT PANTENE RESTAURACAO 240G,31.66,4,KIMBERLY-CLARK
29481,CR PENT S LINE  DEFINICAO NATURAL  1 KG,51.05,4,EMBELEZE
29612,CR PENT S LINE DEFINICAO EXTRAORD 1 KG,51.5,4,EMBELEZE
30586,CR PENT S LINE SOS BOMBA ANTIQUEDA 300ML,22.67,4,EMBELEZE
29609,CR PENT S LINE SOS CACHOS OLEO MANGA 1KG,49.5,4,EMBELEZE
29604,CR PENT S LINE SOS CACHOS SUPER OLEOS 1KG,51.05,4,EMBELEZE
34002,CR PENT S.L 1KG KIDS VANILLA DEFINICAO,51.05,0,DIVERSAS
33838,CR PENT S.L HIDRA COND 3EM1 O.COCO 300ML,14.65,0,DIVERSAS
31550,CR PENT S.LINE 1KG KIDS CACH HIDRATADOS,45.5,0,EMBELEZE
32121,CR PENT SEDA 300ML UV LUMINOUS ,13.0,0,LOREAL
34003,CR PENT SL DEF XO POROSIDADE 1KG,51.05,0,ALFAPARF
33581,CR PENT SL UVA MULTY IRRESISTIVEL 1KG,46.47,0,DIVERSAS
31105,CR PENT SOUL  800ML COCO E CACAU CREAM ,47.42,0,DIVERSAS
31104,CR PENTEAR ABACATE AVOC SOUL POWER 8,47.42,0,DIVERSAS
27863,CR PENTEAR ANTIFRIZZ SALON LINE 1KG,51.05,4,EMBELEZE
28400,CR PENTEAR BABOSA E QUIABO 300 ML,8.9,4,DIVERSAS
4077,CR PENTEAR CASULAO 285ML,11.0,4,DIVERSAS
34001,CR PENTEAR COND XEROSA GLAMOUR CHIC 800GR,50.0,0,DIVERSAS
523,CR PENTEAR CRESCENEW 300ML,20.7,4,DIVERSAS
26312,CR PENTEAR DABELLE LISO ARRAS 270GR,12.0,4,DIVERSAS
3912,CR PENTEAR ELSEVE 250ML,21.3,4,DIVERSAS
30432,CR PENTEAR ELSEVE GLYCOLIC GLOSS 250ML,24.5,4,LOREAL
24040,CR PENTEAR ELSEVE HIDRA HIALU 250ML,21.2,4,UNILEVER
8125,CR PENTEAR ELSEVE LONGO DOS SONHOS 200ML,21.3,4,DIVERSAS
27904,CR PENTEAR FOREVER LISS 5/1 CACHOS 200 GR,35.09,4,DIVERSAS
3695,CR PENTEAR GT 320G,14.5,4,DIVERSAS
27507,CR PENTEAR LOLA MEU CACHO/MINHA VIDA 500GR,52.99,4,LOLA
24127,CR PENTEAR NEUTROX 300ML CLASSICO,17.0,4,DIVERSAS
26618,CR PENTEAR PANTENE HIDRAT COND 240 GR,17.7,4,PANTENE
21663,CR PENTEAR PANTENE HIDRT COND 240G ,17.7,4,KIMBERLY-CLARK
24442,CR PENTEAR S LINE KIDS CACHINHOS ,45.0,4,EMBELEZE
24106,CR PENTEAR S LINE SOS CACHOS COCO 300ML,22.95,4,DEVINTEX
23572,CR PENTEAR SALON LINE 1KG,51.05,4,DIVERSAS
21348,CR PENTEAR SALON LINE 1KG,49.5,4,EMBELEZE
21667,CR PENTEAR SALON LINE 1KG,51.05,4,EMBELEZE
27858,CR PENTEAR SALON LINE SOS ARGININA 1KG,46.0,4,EMBELEZE
20611,CR PENTEAR SEDA 300ML ,13.5,4,UNILEVER
20658,CR PENTEAR SEDA 300ML,10.41,4,UNILEVER
28341,CR PENTEAR SEDA BOOM VOLUME MAX 350 ML,15.0,4,UNILEVER
22276,CR PENTEAR SEDA CACHOS DEFINIDOS 300ML,13.0,4,UNILEVER
22280,CR PENTEAR SEDA SOS CERAMIDAS 300ML,13.0,4,UNILEVER
32868,CR PENTEAR SL COND KIDS ACAI 1KG,49.5,0,DIVERSAS
32869,CR PENTEAR SL COND KIDS MANGA 1KG,45.0,0,DIVERSAS
30883,CR PENTEAR SL CONDIC KIDS CACHINHOS 1 KG,49.5,4,DIVERSAS
27823,CR PENTEAR SOUL POWER BABOSA 500 ML,38.15,4,DIVERSAS
28388,CR PENTEAR TEXTURIZ LOLA ONDULADOS 500GR,60.62,4,LOLA
2934,CR RACHADURAS LISAPE 120G,12.8,4,DIVERSAS
24159,CR SALON LINE GUAN SUP 215G+ATIV,36.1,4,DEVINTEX
24297,CR SEBO DE CARNEIRO FASHION ESFOL 200ML,16.69,4,DIVERSAS
25248,CR SEBO DE CARNEIRO RELAX 200ML,16.03,4,FARMAX
33316,CR SEDA PENT TOQUE SEDA 300ML,12.0,0,DISTRIMED 
7132,CR SIL TUTANO 250ML BIO EXTRATUS,47.9,4,BIOEXTRATUS
30015,CR SKALA 1000G 2EM1 ACACHONADOS ,13.0,4,DIVERSAS
30016,CR SKALA 1000G 2EM1 CACAU,15.0,4,DIVERSAS
21669,CR SKALA 1KG,15.0,4,DIVERSAS
24133,CR SKALA 1KG BABOSA ,15.0,4,DIVERSAS
24138,CR SKALA 1KG DIVINO POTINHO KIDS,15.0,4,DIVERSAS
24139,CR SKALA 1KG LAMA NEGRA ,15.0,4,DIVERSAS
28635,CR SKALA AMIDO DE MILHO 1KG,13.1,4,DIVERSAS
27815,CR SKALA DIVINA COR 1 KG,12.6,4,DIVERSAS
21351,CR SKALA DIVINO POTAO 1KG,15.0,4,DIVERSAS
21353,CR SKALA KIDS 1KG,15.0,4,DIVERSAS
22870,CR SKALA MAIS LISOS 1000G,14.04,4,DIVERSAS
22556,CR SKALA VINAGRE DE MAÇA 1KG,14.04,4,DIVERSAS
8169,CR TONALIS S/AMONIA BEAUTY COLOR,19.28,4,DIVERSAS
30458,CR TRAT ELSEVE CT GLYCOLIC GLOSS 300 GR,32.3,4,LOREAL
28577,CR TRAT ELSEVE PURE 300ML,32.04,4,LOREAL
22983,CR TRAT NOVEX 1000G,25.55,4,EMBELEZE
24141,CR TRAT PANTENE 270ML HIDRATAÇÃO,31.66,4,PANTENE
21891,CR TRAT PANTENE LISO EXTREMO 270ML,25.5,4,PANTENE
31114,CR TRAT SEDA BOOM HIDRAT PROF CUR 500G  ,28.6,0,UNILEVER
8768,CR TRAT SKALA 1K SORTIDOS,13.0,4,DIVERSAS
32848,CR TRAT SKALA FRUTASTICA MORANGO 1KG,15.0,0,DIVERSAS
32161,CR TRAT SKALA FRUTASTICA UVA 1KG,15.0,0,EMBELEZE
4072,CR TRIM 65G,33.15,4,DIVERSAS
24702,CR ULTRAPROCT LDO + CANULA 1+200MG 30G,47.11,4,LEO
23168,CR YAMAS 320G,11.86,4,YAMA
23169,CR YAMAS QUERE 200G,8.95,4,YAMA
23571,CR YAMASTEROL 200G,9.0,4,YAMA
590,CR YAMASTEROL 200G,8.6,4,DIVERSAS
21675,CR YAMASTEROL 200G ,8.6,4,DIVERSAS
591,CR YAMASTEROL 320G,13.0,4,DIVERSAS
21346,CR YAMASTEROL 320G,11.86,4,YAMA
33354,CR.PENT.1KG S.LINE C.S.MORANGO 3 EM 1 1X1KG,46.47,0,DIVERSAS
31039,CRANBERRY 350MG 60 CAPS-ADA,67.5,49,DIVERSAS
31034,CRANBERRY ANTI-OX 400MG C/60 CAPS ,44.7,0,MAXINUTRI
20495,CREATINA 300G,107.99,49,DIVERSAS
19861,CREATINA EM PO HARDCORE 150G,75.0,49,INTEGRAL MEDICA
18468,CREATINE 150G MAXTITANIUM,49.5,49,MAXTITANIUM
18733,CREATINE 300G MAXTITANIUM,75.0,49,MAXTITANIUM
32915,CREME  ELSEVE 200ML GLYCOLIC GLOSS ACIDIFICANTE,56.3,0,DIVERSAS
33671,"CREME CALMANTE MULTIRREPARADOR 17,5% MIX DE ATIVOS",47.6,0,PRINCIPIA
31137,CREME COND SKALA AMIDO DE MILHO 1KG,15.0,0,DIVERSAS
24240,CREME DE PENTEAR SEDA NIINA SECRETS 300ML,13.5,4,UNILEVER
33487,CREME DE PENTEAR SEDA OLEO COCO BOOM DEFINICAO 1KG,35.0,0,LOREAL
33574,CREME DEPILATORIO DEPIMIEL 40G CORPORAL  ARGILA E ,16.39,0,DIVERSAS
32722,CREME FINA. DE CRESPOS SE CURVE 500ML HASKELL,73.5,0,HASKELL
32700,CREME FIRMADOR BUMBUM LABOTRAT LABPOP 240G,46.95,0,DIVERSAS
31196,CREME HIDRAT HIDRAPE 3 EM 1 70GR,10.8,0,DIVERSAS
33271,CREME PENT S LINE SOS CACHOS S OLEOS 300ML,24.5,0,DIVERSAS
33040,CREME PENTEAR DOVE RECONSTRUCAO 200ML,13.5,0,DIVERSAS
32917,CREME TRAT ELSEVE 250ML LISO DOS SONHOS BOTOX,21.2,0,DIVERSAS
32584,CRESTOR 5MG C/60 COMP ASTRAZENECA,221.59,0,ASTRAZENECA
3949,CREVAGIN CR VAG 40G,52.69,4,EUROFARMA
290,CRONOBE 5000MCG INJ C/1AMP,24.5,4,DIVERSAS
29282,CRONOBE COMPLEX C/30 CPS,96.41,4,BIOLAB
32393,CRONOGRAMA CAPILAR MASSAGENOL 500 VERDE BRASIL,42.9,0,DIVERSAS
29436,"CRONOPLEX 7,5 MG/ML SOL ORAL  20ML",18.75,4,UNIAO QUIMICA
28161,CUBO INTERATIVO MUSICAL PIMPOLHO VERDE,293.05,49,DIVERSAS
28162,CUBO INTERATIVO MUSICAL PIMPOLHO VERMELH,293.05,49,DIVERSAS
22235,CURATIVO B-AID TRADICIONAL  UNID,0.5,49,DIVERSAS
33520,CURATIVO CICATRISAN TRANSPARENTE C/10,2.85,0,DIVERSAS
14930,CURATIVO CREMER C/10,4.2,49,CREMER
5042,CURATIVO CREMER CAIXA C/40 UN,11.0,49,DIVERSAS
29996,CURATIVO CREMER HIDRO ACN E ESP C/24UN  ,21.5,49,CREMER
32624,CURATIVO GALINHA PINTADINHA TOPZ BABY ,0.5,0,DIVERSAS
33733,CURATIVO HIDROC.REG 15CMX15CM C/1 CASEX,57.0,0,DIVERSAS
32620,CURATIVO KURA DODOI C/20 UNIDADES,7.8,0,DIVERSAS
30996,CURATIVO MINIONS C/10 - CREMER,5.5,49,CREMER
30320,CURATIVO TOPZ  PATRULHA CANINA UN,0.5,49,TOPZ
30998,CURATIVO TOPZ 10UN PATRULHA CANINA CHAS,5.5,49,TOPZ
33928,CURC 400MG C 30 CPS,190.06,0,MANTECORP
32723,CURVA E COLA SE CURVE 500G HASKELL,69.9,0,HASKELL
9279,CUTISANOL GEL 100G,73.73,4,DIVERSAS
28286,CUTISANOL PO 150 GR,56.2,4,DIVERSAS
19297,"CYLOCORT GENOM POM 3,5MG/1MG ",38.63,4,GENOM
5788,CYLOCORT SOL 5ML,42.0,4,DIVERSAS
9315,CYSTEX 24DRG ,44.5,4,EMS
23393,DAB LIQ DOVE 200ML,14.01,49,DIVERSAS
3471,DAFLON 1000MG C/30CP,189.2,4,DIVERSAS
20729,DAFLON 1000MG C/60CP ,338.16,4,DIVERSAS
31246,DAFLON 500MG C 30 CPS,129.49,0,SERVIER
19096,DAFORIN GTS 20ML,73.19,4,EMS
20761,DAIVOBET GEL 30G,149.43,4,LEO
9496,DAIVONEX POM 30G,136.62,4,LEO
20383,DALACIN C 300MG C/16CPS,199.22,4,WYETH
34019,DAPAGLIFLOZINA 10MG 30CPR EUR,143.5,0,EUROFARMA
19636,"DASTENE 0,5MG C/30CPS",130.54,4,SERVIMED COMERCIAL LTDA
18583,DAYVIT KIDS 1+120ML ,66.5,49,SERVIMED COMERCIAL LTDA
33996,DBELLA GEL MELANCIA DEO 250G,31.35,0,DIVERSAS
130,DECADRON 4MG C/10CP,25.06,4,SERVIMED COMERCIAL LTDA
128,DECADRON SOL OFT 5ML,17.89,4,SERVIMED COMERCIAL LTDA
32363,DECNAZOL 1000MG C/2 COMP PHARLAB,6.5,0,PHARLAB
759,DECONGEX PLUS C/12CP,31.99,4,SERVIMED COMERCIAL LTDA
4252,DECONGEX PLUS C/4CP,11.96,4,SERVIMED COMERCIAL LTDA
1398,DECONGEX PLUS GTS 20ML,18.08,4,SERVIMED COMERCIAL LTDA
713,DECONGEX PLUS XPE 120ML,26.63,4,SERVIMED COMERCIAL LTDA
30216,DEFLAIMMUN 6MG C 20 COMP,53.58,4,EMS
32642,DEFLAZACORTE 6MG 20 CPR NEO QUIMICA,57.97,0,NEO QUIMICA
27501,DEFRIZ SOFTHAIR QUERATINA 400 ML,32.6,4,SOFTHAIR
29247,DEFRIZ SOFTHAIR RECONSTRUTOR 400ML,36.2,4,SOFTHAIR
27502,DEFRIZ SOFTHAIR TUTANO/QUERATINA 400ML,36.2,4,SOFTHAIR
8950,DEFRIZANTE SOFHAIR 400ML,36.2,4,DIVERSAS
32395,DEFRIZANTE TERMOATIVADO  BOTOX HAIR 390 ML V.BRA,48.1,0,DIVERSAS
29252,DEFRIZANTE TRAT  DABELLE LISO ARRAS 190ML,24.85,4,DIVERSAS
33746,DEGEN 50000UI C/4 CAPS BIOLAB,17.94,0,BIOLAB
30302,DEGEN VIT D3 15000UI C/4 CAPS BIOLAB,33.77,4,BIOLAB
8988,"DELINEADOR LIQ RUBY ROSE HB-8406 5,8ML",20.57,4,RUBYROSE
30978,DELINEADOR LIQUIDO HB-8406  RUBY ROSE,13.0,4,RUBYROSE
28412,DELINEADOR LIQUIDO MATTE ISIS REZ,11.85,4,DIVERSAS
1978,DELTALAB LOCAO 100ML,18.2,4,MULTILAB
1509,DELTAPIL LOCAO 100ML,16.5,4,DIVERSAS
21541,DELTAPIL SHAMPOO 100 ML,17.95,4,BELFAR
31615,DEO REX MEN CLINIC CLEAN CR 58G  ,24.0,0,DIVERSAS
33682,DEO REXONA AERO OCEANRUSH 150ML,17.85,0,PROCTER E GAMBLE
33879,DEO REXONA STICK POWDER DRY 45G,24.3,0,DIVERSAS
33880,DEO REXONA STICK TROP CITRUS45G,24.3,0,DIVERSAS
33881,DEO REXONA STICK V8 DRY 45G,24.3,0,DIVERSAS
26192,DEPAKENE 250 MG C/25 CAPS ,35.81,4,ABBOTT LABORATORIOS
138,DEPAKENE 500MG C/50CP,108.51,4,DIVERSAS
139,DEPAKENE XPE 50MG/ML 100ML,25.7,4,DIVERSAS
31997,DEPILBELLA OLEO HID REMOVEDOR 140 ML,23.5,0,DIVERSAS
4993,DEPO PROVERA 150MG/ML,49.82,4,PFIZER
32467,DERCOS SH ENERGY+ REFIL 200G,105.6,0,DIVERSAS
19842,DERMA FEME C/2 200ML,25.6,49,DIVERSAS
7689,DERMACERIUM CR 30G,71.71,4,DIVERSAS
2,DERMACYD DELICATA L200P150 200ML,28.19,4,GALDERMA
31118,DERMACYD NEUTRALIZE 200ML,32.5,0,DIVERSAS
32995,DERMAFEME CALM SAB FR 100ML CIMED,27.75,0,CIMED
28308,DERMATROL AGE 100 ML,23.79,49,DIVERSAS
22968,DERMATROL F C/100ML,13.99,49,DIVERSAS
20239,DERMOSALIC 30G POM,26.75,4,DELTA
21524,DERMOSALIC 30ML ,31.2,4,DIVERSAS
30761,DERMOTIVIN CONTROL LIQUIDO 70ML,41.55,49,DIVERSAS
20308,DERMOTIVIN SALIX 300ML ,98.9,49,DIVERSAS
94,DERMOTIVIN SCRUB 60G,27.85,49,GALDERMA
18428,DERMOTIVIN SOFT 90G,42.65,49,GALDERMA
5730,DERSANI 100ML,53.1,4,SANIPLAN
8231,DERSANI 200ML,87.2,4,DIVERSAS
6145,DERSANI BABY 50ML,32.0,4,DIVERSAS
31166,DERSANI CR HIDRA 200ML,84.25,0,MEGALABS
2708,DERSANI HIDROGEL,60.0,4,DIVERSAS
20873,DERSANI HIDROGEL 85G,90.0,4,DIVERSAS
24167,DERSANI HIDROGEL C/ALGINATO 30G SN,64.55,4,DIVERSAS
20857,DERSANI HIDROGEL C/ALGINATO 85G,95.0,4,HYPERMACAS
20794,DES AERO  NIVEA 150ML,16.45,4,UNILEVER
20767,DES AERO AXE 150ML,15.0,4,DIVERSAS
31791,DES AERO DOVE F ORIGINAL ,29.0,0,UNILEVER
20656,DES AERO GIOVANNA BABY 150ML ,17.5,4,DIVERSAS
20660,DES AERO GIOVANNA BABY 150ML ,16.5,4,DIVERSAS
21431,DES AERO MONANGE  FLOR DE LAVANDA 150ML,14.5,4,PROCTER E GAMBLE
20768,DES AERO NIVEA 150ML ,16.5,4,DIVERSAS
20769,DES AERO NIVEA 150ML ,19.0,4,UNILEVER
21755,DES AERO REXONA 150ML,20.0,4,UNILEVER
1452,DES AERO REXONA 150ML,20.0,4,UNILEVER
20662,DES AERO REXONA 150ML ,20.0,4,UNILEVER
20663,DES AERO REXONA 150ML,20.9,4,UNILEVER
20664,DES AERO REXONA 150ML ,21.55,4,UNILEVER
20667,DES AERO REXONA 150ML,20.9,4,UNILEVER
20672,DES AERO REXONA CLINICAL 150ML ,20.0,4,UNILEVER
20682,DES AERO REXONA CLINICAL 150ML,25.8,4,UNILEVER
7728,DES AEROSOL DOVE 100G,22.75,4,DIVERSAS
7466,DES AEROSOL DOVE MEN CARE 100G,22.5,4,DIVERSAS
4088,DES AEROSOL NIVEA 150ML ,18.4,4,NIVEA
4508,DES AEROSOL NIVEA 150ML,16.5,4,NIVEA
20525,DES AEROSOL REXONA CLINICAL 150ML,26.35,4,UNILEVER
29623,DES ALMA FLORES  ESSENCIA BAUNILHA 90 ML,9.0,4,DIVERSAS
1703,DES ALMA FLORES SPRAY 90ML,11.0,4,DIVERSAS
1921,DES ANTIP HERBISSIMO NEUTRO 55G,7.8,4,DIVERSAS
20618,DES AXE AERO 150ML ,15.0,4,UNILEVER
25185,DES AXE AERO 152ML MARINE,15.0,4,UNILEVER
30227,DES BOZZANO AER 150ML EXTREME SPORT ,14.7,4,BOZZANO
30792,DES CORP AMAKHA FEM ESCANDALOSA 15ML,37.45,4,DIVERSAS
33480,DES CORP AMAKHA FEM HASAN ROSE 15ML,38.0,0,DIVERSAS
33839,DES CORP AMAKHA FEM LIBERTE 15 ML,37.45,0,DIVERSAS
33840,DES CORP AMAKHA MALIK NUIT MASC 15ML,37.45,0,DIVERSAS
33013,DES CORP AMAKHA MASC 521 VIP BLACK 15ML,38.0,0,DIVERSAS
33014,DES CORP AMAKHA MASC ALLUR 15ML,38.0,0,DIVERSAS
33481,DES CORP AMAKHA MASC ASADIYY 15ML,38.0,0,DIVERSAS
33841,DES CORP AMAKHA MASC BRATT 15ML,37.45,0,DIVERSAS
30880,DES CORP AMAKHA MASC EXCLUSIVE CO 15ML,31.65,4,DIVERSAS
22850,DES CR HERBISSIMO BIOP 55G,7.5,4,HERBAMIX
32127,DES CR HERBISSIMO BIOP CEDRO 55G,7.5,0,DIVERSAS
32128,DES CR HERBISSIMO FRESH 55G,7.5,0,DIVERSAS
32130,DES CR HERBISSIMO S/PERF 55G,7.5,0,DIVERSAS
32131,DES CR HERBISSIMO SENSITIVE 55G,7.5,0,DIVERSAS
20620,DES DOVE AERO 110ML ,20.7,4,UNILEVER
21751,DES DOVE AERO 150ML,22.5,4,ULTRAVITA
22823,DES DOVE AERO 150ML,22.5,4,UNILEVER
22018,DES DOVE AERO BEAUTY FINISH 150ML,21.85,4,UNILEVER
22019,DES DOVE AERO NUTRICION SECRETS 150ML,21.7,4,UNILEVER
20653,DES DOVE AERO ORIGINAL 150ML ,22.5,4,UNILEVER
33192,DES DOVE CR STICK  INVISIBLE DRY 45GR,26.15,0,UNILEVER
22013,DES DOVE ROLL GO FRESH,11.0,4,UNILEVER
22015,DES DOVE ROLL ON INVISIBLE DRY 50ML,15.0,4,UNILEVER
22989,DES GIOVANNA BABY 150ML,11.5,4,DIVERSAS
29622,DES GIOVANNA BABY AER NEUTRAL 150 ML,26.4,4,DIVERSAS
29954,DES GIOVANNA BABY AERO SILVER 150ML,18.44,4,DIVERSAS
33966,DES GIOVANNA BABY CR 060G DOLCE VANILLA,13.0,0,DIVERSAS
30934,DES GIOVANNA BABY ROL 050ML VANILLA ,7.46,4,DIVERSAS
31660,DES HERBISSIMO CR 055G TRAD,7.8,0,DIVERSAS
31149,DES HERBISSIMO CR 055G VANILLA,7.5,0,DIVERSAS
23718,DES HERBISSIMO CR ACTION 55G,7.8,4,DIVERSAS
28945,DES HERBISSIMO CR TALCO 55 GR,7.5,4,DIVERSAS
22992,DES MONANGE 150ML,14.5,4,DIVERSAS
30492,DES NIVEA AERO FOR MEN DRY IMPACT 150ML,16.5,4,NIVEA
30491,DES NIVEA DEEP AER  MEN AMADEIRA 150ML,15.05,4,NIVEA
31614,DES REX CR CLIN F CLASSIC 58GR,24.0,0,UNILEVER
21296,DES REXONA AER 150ML,20.0,4,UNILEVER
29551,DES REXONA AERO ANITTA VAI MALANDRA 91G,19.35,4,PROCTER E GAMBLE
30898,DES REXONA AERO CLINICAL MINI CLEAN 55ML,7.0,4,PROCTER E GAMBLE
32865,DES REXONA CLINICAL AERO 150ML FEM EXTRA DRY *,21.6,0,DIVERSAS
21893,DES REXONA CLINICAL AERO FEM CLASSIC 150ML,23.0,4,UNILEVER
31697,DES REXONA CLINICAL STICK   EXTRA DRY 58G,22.6,0,UNILEVER
31696,DES REXONA CLINICAL STICK 58G FEM CLASSIC ,26.65,0,UNILEVER
26580,DES REXONA ROLL ON FEM BAMBO/ASTAY 50ML,13.5,4,PROCTER E GAMBLE
26582,DES REXONA ROLL ON FEM POWDER 50ML,13.5,4,PROCTER E GAMBLE
23846,DES REXONA ROLL ON MASC ANTIB INV 50ML,13.25,4,UNILEVER
21565,DES ROLL ON NIVEA  BLACK WHITE CLEAR 50ML,13.0,4,BEIERSDORF
20807,DES ROLL ON NIVEA MEN BLACK WHITE  50ML,14.0,4,UNILEVER
4806,DES ROLL ON REXONA MEN S/PERFUME 50ML ,13.25,4,DIVERSAS
21456,DES ROLL ON REXONA S/PERFUME 50ML ,13.3,4,PROCTER E GAMBLE
1776,DES ROLL-ON GIOVANA BABY 50ML,7.5,4,DIVERSAS
29890,DES ROLL-ON TRA LA LA KIDS SEM PERF.65ML,15.0,4,DIVERSAS
21457,DES ROLLON REXONA FEM ACTIVE EMOT 50ML ,13.3,4,PROCTER E GAMBLE
4438,DES SENADOR 90ML,9.0,4,DIVERSAS
4444,DES SPRAY MONANGE 100ML,14.5,4,DIVERSAS
21168,DES T MONICA HUGGIES 100ML ,16.65,4,DIVERSAS
31954,DESCOL CARE LISS 050G CAMOMILA ,8.0,0,DIVERSAS
24280,DESCOL CARE LISS ARGAN 20G,4.75,4,DIVERSAS
33320,DESCON XPE UVA 120ML+CP DOSAD,21.73,0,DIVERSAS
21841,DESFRIZ SOFTHAIR TUTANO C/QUERATINA 240ML,21.6,4,SOFTHAIR
33041,DESINFETANTE LYSOL AER 360ML PUREZA ALGODAO,35.5,0,DIVERSAS
26342,DESITIN CREAMY POM  57GR ,57.95,4,JOHNSON
33533,DESLAC LACTASE 10.000 FCC C/8 CAPS,28.1,0,DIVERSAS
25234,"DESLORANA 0,5MG XPE C/60ML",17.95,4,LEGRAND
32975,"DESLORATADINA  0,5 MG/ML XPE 60ML",14.75,0,GEOLAB
27353,"DESLORATADINA 0,5 MG/ML XPE 60 ML",15.5,4,BIOSINTETICA
1263,DESLORATADINA 0.5MG XPE 60ML,20.0,4,NOVA QUIMICA
32646,DESLORATADINA 5MG 10 CP,12.97,0,ORIENTE FARMACEUTICA COM. IMP. E EXP. LTDA
32281,"DESLORATADINA XPE 0,5MG/ML 60ML",13.25,0,GEOLAB
31852,DESOD  ABOVE AER  FEM CANDY 150ML,9.8,0,DIVERSAS
30238,DESOD  SECRET PH BALANC LAVENDER 45G ,30.4,4,DIVERSAS
30076,DESOD ABOVE AER  MEN SPORT ENERGY 150ML,9.8,4,DIVERSAS
25072,DESOD AER NIVEA DERMO CLAR 150ML,17.0,4,NIVEA
29686,"DESOD AER SUAVE ANTIT JASMIN E COCO 200ML  *(3,1,2",15.0,4,DIVERSAS
29683,DESOD AERO BIS HERBISSIMO VOLCANO 150ML,10.0,4,HERBAMIX
32175,DESOD AERO DOVE 89 ORIGINAL ,20.0,0,PROCTER E GAMBLE
33717,DESOD AERO DOVE FEM   ORIGINAL 118 GR,27.0,0,PROCTER E GAMBLE
27552,DESOD AERO MONANGE CLINICAL CONF 94 GR,13.8,4,CORY
27553,DESOD AERO MONANGE CLINICAL REVIG 94 GR,12.0,4,CORY
22422,DESOD AERO NIVEA DRY CONFORT 150ML,16.5,4,NIVEA
22423,DESOD AERO NIVEA INV BL&WHT FEM 150ML,16.5,4,NIVEA
27334,DESOD AERO REXONA COTTON DRY 72 HS 250ML,18.65,4,UNILEVER
22142,DESOD AERO REXONA MEN ANTIBAC INV 150ML,20.0,4,PROCTER E GAMBLE
22145,DESOD AERO REXONA MEN INVISIBILE 150ML,18.0,4,UNILEVER
22144,DESOD AERO REXONA MEN STRACOOL 150ML,20.5,4,PROCTER E GAMBLE
22141,DESOD AERO REXONA WOMEM ANTIBAC INVISIB 150ML,20.0,4,PROCTER E GAMBLE
22150,DESOD AERO REXONA WOMEN ANTIT FRUTAS VERM 150ML,20.0,4,UNILEVER
22147,DESOD AERO REXONA WOMEN BAMBOO 150ML,20.9,4,UNILEVER
31269,DESOD AEROSOL BOZZANO ANTI CARVAO 150ML ,15.0,0,GILLETTE
29477,DESOD AEROSOL BOZZANO INVISIBLE 50ML,14.7,4,BOZZANO
31277,DESOD AEROSOL BOZZANO S/P SENSITIVE 150ML,14.7,0,BOZZANO
30228,DESOD AEROSOL MONANGE ESPORTE 90GR,14.5,4,DIVERSAS
30086,DESOD AEROSOL OLD SPICE 150ML,17.75,4,DIVERSAS
29320,DESOD AEROSOL OLD SPICE PEGADOR 93 GR,20.65,4,DIVERSAS
25906,DESOD AXE AERO DARK TEMPT 150ML,15.55,4,UNILEVER
32183,DESOD BAR SECRET POWDER PROT  45G ,30.4,0,DIVERSAS
33235,DESOD BARRA DOVE MEN CARE COMFORT PROTECT 72H 45G ,20.9,0,UNILEVER
29363,DESOD BOZZANO AER 150ML DRY ,14.7,4,BOZZANO
32132,DESOD CR ANT HERBISSIMO 55G TALCO ,7.5,0,DIVERSAS
31470,DESOD CR DOVE REPARACAO DIARIA 50 GR,18.65,0,PROCTER E GAMBLE
32129,DESOD CR HERBISSIMO 55G LAVANDA ,7.5,0,DIVERSAS
32126,DESOD CR HERBISSIMO ACTION 55G,7.5,0,DIVERSAS
27091,DESOD CR HERBISSIMO SENSITIVE 55 GR,7.8,4,DIVERSAS
