COD_BARRAS;PRODUTO_ID;NOMEORDER;FORNECEDOR;LOCALIZACAO;TRIBUTACAO;NCM;ALIQUOTA_NCM;CST_PIS;CST_COFINS;NATUREZA_RECEITA_PIS_COFINS;PADRAO_COMISSAO;DESCONTO_MAXIMO;QUANTIDADEORDER;TABELA;VENDA;PROMOCAO;VALOR_ULT_COMPRA;MARGEM;TOTAL_PRVENDA;TOTAL_PRPROMOCAO;TOTAL_PRCOMPRA
7896676422269 ;20134;AMYTRIL 25MG C/30CP;SUPERA;;ST;30049039;;04;04;002;0,5;8;2;;49,0900001525879;0;35,3300018310547;38,9470637090042;98,1800003051758;0;70,6600036621094
7891058021603;24003;ANADOR 500MG C/4 CP;SANOFI AVENTIS;;ST;30049069;0;04;04;002;0,5;8;38;;5,59999990463257;0;4,11520004272461;36,080867187319;212,799996376038;0;156,377601623535
7897230302911 ;21166;ANASOL PROT SOLAR AN SPORT FPS 50  200ML;ANASOL;;ST;33049990;;04;04;002;0,5;8;3;;66,9899978637695;0;46,9082984924316;42,8105474228146;200,969993591309;0;140,724895477295
7897230305981;33205;ANASOL PROT SOLAR FACIAL FPS 75 ANTIOLEOSIDADE;ANASOL;;ST;33049990;0;;;;0,5;8;3;;50;0;33,7366981506348;48,2065606324288;150;0;101,210094451904
7897230303215;31769;ANASOL PROT. SOLAR BASE CLARA FPS 75 - 40 G  ITEM ;ANASOL;;ST;33049990;0;;;;0,5;8;1;;66,9250030517578;0;44,61669921875;49,9998974008208;66,9250030517578;0;44,61669921875
7896094207844;8167;ANCORON 100MG C/30CP      ;LIBBS;;ST;30049054;;04;04;002;0,5;8;3;;29,7199993133545;0;22,2900009155273;33,3333247763636;89,1599979400635;0;66,870002746582
7896094211001;31768;ANCORON 200MG 60CPR SN;LIBBS;;ST;30049054;0;;;;0,5;8;2;;81,6900024414063;0;61,2599983215332;33,3496648377997;163,380004882813;0;122,519996643066
7896094207851 ;4098;ANCORON 200MG C/30CP;LIBBS;;ST;30049054;;04;04;002;0,5;8;3;;54;0;40,5;33,3333333333333;162;0;121,5
7908192706423;32983;ANDADOR ARTICULADO 3 BARRAS - HIDROLIGHT;SOTON FARMA LTDA  ME;;ST;90211010;0;;;;0,5;8;1;;275,25;0;179,820007324219;53,0697301684118;275,25;0;179,820007324219
7891317013967;27270;ANDOLBA AERO 43 GR;MOMENTA;;ST;30049039;0;04;04;002;0,5;8;2;;41,2900009155273;0;30,6499996185303;34,7145234238906;82,5800018310547;0;61,2999992370605
7898948648513;33926;ANDRACTIV C/30 CAPS GEL;BESINS;;ST;21069030;0;;;;0,5;8;2;;223,690002441406;0;159,779998779297;39,9987508764397;447,380004882813;0;319,559997558594
7896006214007 ;66;ANDRIODERMOL LIQ 50ML;UNIAO QUIMICA;;ST;30049029;;04;04;002;3,5;8;12;;44,25;0;19,0683002471924;132,060537260081;531;0;228,819602966309
7896083410323;26184;ANDROSTEN UNO 280MG C/15 CPS;HERBARIUM;;ST;30049099;0;04;04;002;0,5;8;1;;205,399993896484;0;153,279998779297;34,0031286092541;205,399993896484;0;153,279998779297
7897247304427 ;3587;ANEIS PROTETORES;DIVERSAS;;ST;39269090;;49;49;   ;0,5;8;3;;19,0900001525879;0;12,5132999420166;52,5576805562563;57,2700004577637;0;37,5398998260498
7898014567823;24976;ANEMIFER 40 MG C/50 CPS;PHARMASCIENCE;;ST;30049099;0;04;04;002;3,5;8;1;;15,3500003814697;0;6,32000017166138;142,879746274351;15,3500003814697;0;6,32000017166138
7898014560527 ;7298;ANEMIFER 50MG/ML XPE 100ML;PHARMASCIENCE;;ST;30049099;;04;04;002;3,5;8;8;13,95;13,9499998092651;0;6,76999998092651;106,056127748408;111,599998474121;0;54,1599998474121
7899095238473;21510;ANLODIPINO 10MG C/30CP GERMED;GERMED;;ST;30049069;;04;04;002;2,5;8;13;;8,5;0;3,54999995231628;139,43662293443;110,5;0;46,1499993801117
7895296415019;32733;ANLODIPINO 5MG 30CP NOVA QUIMICA;NOVA QUIMICA;;ST;30049069;0;;;;2,5;8;2;;4,5;0;1;350;9;0;2
7898040321420 ;3313;ANNITA 20MG SUSP 45ML;FQM;;ST;30049079;;04;04;002;0,5;8;2;;32,8300018310547;0;24,5699996948242;33,6182427302613;65,6600036621094;0;49,1399993896484
7898040321512 ;4584;ANNITA 500MG C/6CP;FQM;;ST;30049079;;04;04;002;0,5;8;3;;76,4400024414063;0;57,7400016784668;32,3865608232452;229,320007324219;0;173,2200050354
7893093067240;24616;ANSIODORON C/80 CPS;ALTHAIA;;ST;30049019;0;04;04;002;3,5;8;14;;99,8000030517578;0;65,4161987304688;52,5616055175554;1397,20004272461;0;915,826782226563
7896094209633;29871;ANSITEC 10MG C/60 CPS;LIBBS;;ST;30049069;0;04;04;002;0,5;8;2;;215,759994506836;0;161,809997558594;33,341572067391;431,519989013672;0;323,619995117188
7896094209619;24982;ANSITEC 5MG C/60 CPS ;LIBBS;;ST;30049069;0;04;04;002;0,5;8;3;;120,26000213623;0;90,1900024414063;33,3407238949348;360,780006408691;0;270,570007324219
7899706134279;33518;ANTHE XL PROT FPS30 200ML;DIVERSAS;;ST;33049990;0;;;;0,5;8;2;;155,25;0;103,48999786377;50,0144972506091;310,5;0;206,979995727539
7899706135542 ;20677;ANTHELIOS DERMOPED FPS60 120ML;LA ROCHE-POSAY;;ST;33049990;;04;04;002;0,5;8;1;;188,550003051758;0;134,660003662109;40,0193063449411;188,550003051758;0;134,660003662109
7896331701104 ;1862;ANTIMAIS SEPTICO SPRAY 50ML ;HERTZ;;ST;30049043;;04;04;002;3,5;8;5;;25;0;10,5482997894287;137,00501975735;125;0;52,7414989471436
7891024040690;33010;ANTISSEP BUCAL PLAX 500ML ICE FUSION COLGATE;COLGATE;;ST;33069000;0;;;;0,5;8;1;;22;0;13,710000038147;60,4668120991012;22;0;13,710000038147
7500435129374;30604;ANTITRANS GEL SECRET ALGODAO 45GR;DIVERSAS;;ST;33072090;0;04;04;002;0,5;8;6;;30,3999996185303;0;23,4850006103516;29,4443211771975;182,399997711182;0;140,910003662109
7500435129367;30237;ANTITRANS.GEL SECRET LAVANDA 45GR;DIVERSAS;;ST;33072090;0;04;04;002;0,5;8;5;;30,3999996185303;0;23,4850006103516;29,4443211771975;151,999998092651;0;117,425003051758
7896658001789 ;6199;ANTUX  AD XPE 120ML;SERVIMED COMERCIAL LTDA;;ST;30049099;;04;04;002;0,5;8;2;;45;0;35,5900001525879;26,4400106970156;90;0;71,1800003051758
7896658001765;26679;ANTUX GTS 20ML;ACHÉ LABORATORIOS FARMACEUTICOS S.A.;;ST;30049099;0;04;04;002;0,5;8;4;;60,8199996948242;0;45,4575004577637;33,7953012866038;243,279998779297;0;181,830001831055
070330711525  ;7266;AP B BIC COMFORTO 2 PELE SENS C/2;DIVERSAS;;ST;82121020;;49;49;   ;0,5;8;12;;4,65000009536743;0;3,57829999923706;29,9499789385706;55,8000011444092;0;42,9395999908447
070330717572;22884;AP BARB BIC CONFORT 3 P/SENSIVEL;BIC;;ST;82121020;0;49;49;   ;0,5;8;12;;5,90000009536743;0;3,73329997062683;58,0371291294015;70,8000011444092;0;44,799599647522
070330731752;32174;AP BARB BIC SOLEIL ROSA/ROXO C/2 UN;BIC;;ST;82121020;0;;;;0,5;8;12;;16,1000003814697;0;10,7216997146606;50,1627615951125;193,200004577637;0;128,660396575928
070330731745;21862;AP BARB SOLEIL ROSA/ROXO OLEO COCO C/2UN;BIC;;ST;82121020;0;49;49;   ;0,5;8;5;;16;0;10,6599998474121;50,093810778846;80;0;53,2999992370605
070330727991;28336;AP BARBEAR BIC CONFORT 3 BLACK NIGHT;BIC;;ST;82121020;0;49;49;   ;0,5;8;22;;5,90000009536743;0;3,73329997062683;58,0371291294015;129,800002098083;0;82,1325993537903
7501843503923;33779;AP BIC SOLEIL ESCAPE ROSA E MAGNOLIA 3X1;BIC;;ST;82121020;0;;;;0,5;8;3;;31,25;0;20,8199996948242;50,0960636794277;93,75;0;62,4599990844727
070330731813;32478;AP DEP BIC SOLEIL ROSA;UPSIDE ;;ST;82121020;0;;;;0,5;8;48;;6,65000009536743;0;3,74079990386963;77,7694681955165;319,200004577637;0;179,558395385742
7500435251945;33188;AP DEP VENUS 3 OS SUAVE ORIGINAL;GILLETTE;;ST;82121020;0;;;;0,5;8;2;;70,4000015258789;0;49,4199981689453;42,45245676702;140,800003051758;0;98,8399963378906
7702018265619;30429;AP DEP VENUS 3 SIMPLY OS UN;DIVERSAS;;ST;82121020;0;49;49;   ;0,5;8;11;;9;0;5,76749992370605;56,0468161084399;99;0;63,4424991607666
7500435253680;33440;AP PREST 3 CHAMPIONS OS UN;DIVERSAS;;ST;82121020;0;;;;0,5;8;24;;6,55000019073486;0;4,36250019073486;50,143264283308;157,200004577637;0;104,700004577637
070330717565;27746;APAR BARB BIC COMF 3L PELE SENSIVEL C/1 UN;BIC;;ST;82121020;0;49;49;   ;0,5;8;9;;5,21999979019165;0;3,52920007705688;47,9088653580893;46,9799981117249;0;31,762800693512
070330717541;20668;APAR BARB BIC COMFORT ADVANCE 3 C/1;BIC;;ST;82121020;;49;49;   ;0,5;8;9;;5;0;4,12669992446899;21,1621899220932;45;0;37,1402993202209
070330724815;488;APAR BARB BIC COMFORT BLACK NIGHIT C/2;PROCTER E GAMBLE;;ST;82121020;;49;49;   ;0,5;8;8;;14,6300001144409;0;8,21000003814697;78,1973209069919;117,040000915527;0;65,6800003051758
070330709485;4160;APAR BARB BIC CONFORT SENSITIVE UN;DIVERSAS;;ST;82121020;;49;49;   ;0,5;8;24;;2,5;0;0,924600005149841;170,387192956466;60;0;22,1904001235962
070330731769;27747;APAR BARB BIC SOLEIL LAR/ROSA CAB MOV 2UN;BIC;;ST;82121020;0;49;49;   ;0,5;8;2;;13,9499998092651;0;9,42749977111816;47,9713619511504;27,8999996185303;0;18,8549995422363
7702018983872 ;3405;APAR BARB ICE MASC C/2;DIVERSAS;;ST;82121020;;49;49;   ;0,5;8;1;;20;0;15,2383003234863;31,2482335656202;20;0;15,2383003234863
7702018072392 ;2535;APAR BARB SIMPLY VENUS C/2;GILLETTE;;ST;82121020;;49;49;   ;0,5;8;3;;21,7999992370605;0;15,6066999435425;39,6835930460792;65,3999977111816;0;46,8200998306274
070330729872;25828;APAR BARBA BIC ACQUA 3 AZUL 1UN;GILLETTE;;ST;82121020;0;49;49;   ;0,5;8;15;;6,34999990463257;0;4,71829986572266;34,5823725779667;95,2499985694885;0;70,7744979858398
070330717527;24562;APAR BARBA BIC SENSITIV C/2 UN;BIC;;ST;82121020;0;49;49;   ;0,5;8;1;;14,1999998092651;0;9,47000026702881;49,9471954473382;14,1999998092651;0;9,47000026702881
070330705302;27030;APAR BIC SENSITIVE SHAVER SM;BIC;;ST;82121020;0;49;49;   ;0,5;8;12;;3,5;0;1,16120004653931;201,412319990079;42;0;13,9344005584717
7702018874781;1608;APAR GILLETTE PREST 3 FEM C/2 UN;GILLETTE;;ST;82121020;;49;49;   ;0,5;8;2;;22,75;0;16,2800006866455;39,7420088480821;45,5;0;32,560001373291
7506295375616;26957;APAR GILLETTE ULTRAGRIP 3 C/2UN;GILLETTE;;ST;82121020;0;49;49;   ;0,5;8;14;;6,94999980926514;0;10,2749996185303;-32,3600966687018;97,2999973297119;0;143,849994659424
7500435120920;32180;APAR VENUS SPA 1UN;DIVERSAS;;ST;82121020;0;;;;0,5;8;7;;55,4000015258789;0;39,6549987792969;39,7049633873705;387,800010681152;0;277,584991455078
7897517917708;28790;APARADOR PELOS FEMININO ENOX;DIVERSAS;;ST;85102000;0;49;49;   ;0,5;8;1;;84;0;56,0800018310547;49,7860150808419;84;0;56,0800018310547
7897517917715;28788;APARADOR PELOS MASC ENOX;DIVERSAS;;ST;85102000;0;49;49;   ;0,5;8;1;;69;0;46,0699996948242;49,7720869482703;69;0;46,0699996948242
7501014501390;33778;APARELHO BIC SOLEIL ESCAPE LAVANDA 3X1;BIC;;ST;82121020;0;;;;0,5;8;3;;31,25;0;20,8199996948242;50,0960636794277;93,75;0;62,4599990844727
7500435105699;33284;APARELHO DEPILATORIO VENUS 3 TROPICAL PB 3UN;DIVERSAS;;ST;82121020;0;;;;0,5;8;8;;45,0999984741211;0;33,4775009155273;34,717339230071;360,799987792969;0;267,820007324219
7908414489271;29189;APARELHO INALACAO NEBULIZADOR ;MULTILASER INDUSTRIAL S.A;;18 %;90192020;0;49;49;   ;0,5;8;4;;134,850006103516;0;90,0599975585938;49,7335218289132;539,400024414063;0;360,239990234375
7899838840376;24350;APARELHO PRESSAO DE BRAÇO MULTILASER;MULTILASER INDUSTRIAL S.A;;18 %;90189069;0;49;49;   ;0,5;8;1;;149,850006103516;0;94,9049987792969;57,8947453041902;149,850006103516;0;94,9049987792969
7898639692955;33945;APARELHO PRESSAO DIG AUT PUL C/SENSOR 3D;G-TECH;;ST;90189069;0;;;;0,5;8;2;;157,350006103516;0;105,040000915527;49,8000806664651;314,700012207031;0;210,080001831055
7899838874869;23514;APARELHO PRESSAO DIGITAL MULTIL;DIVERSAS;;18 %;90189069;0;49;49;   ;0,5;8;1;;113,849998474121;0;70,0800018310547;62,4571853587917;113,849998474121;0;70,0800018310547
7898639692948;31370;APARELHO PRESSAO PULSO G-TECH;G-TECH;;ST;90189069;0;;;   ;0,5;8;1;;144,149993896484;0;94,1699981689453;53,0742239559914;144,149993896484;0;94,1699981689453
7500435160285;23687;APARELHO PREST GILLETTE C/1UN;GILLETTE;;ST;82121020;0;49;49;   ;0,5;8;24;;7,09999990463257;0;4,6725001335144;51,9529096148432;170,399997711182;0;112,140003204346
7899095258990 ;21026;APAXY 300MG C/20CP ;DIVERSAS;;ST;30049099;;04;04;002;3,5;8;4;;30,9500007629395;0;12,6000003814697;145,634919253306;123,800003051758;0;50,4000015258789
7899095259119;27970;APAXY 600 MG C/20 CPS;GEOLAB;;ST;30049099;0;04;04;002;3,5;8;3;;75,5;0;27,3400001525879;176,152156469002;226,5;0;82,0200004577637
7898014560343;5515;APETIVAN B+C XPE 240ML;PHARMASCIENCE;;ST;30045090;;04;04;002;3,5;8;2;;20;0;8,47000026702881;136,127501410526;40;0;16,9400005340576
7896004700502;4965;APEVITIN BC XP 240ML;EMS;;ST;30045090;;04;04;002;3,5;8;1;;27,6299991607666;0;11,3500003814697;143,436107772084;27,6299991607666;0;11,3500003814697
7896004821344;33633;APIXABANA 2,5 MG C/60 CPS;GERMED;;ST;30049069;0;;;;2,5;8;6;;245,399993896484;0;42,1124992370605;482,7248402311;1472,39996337891;0;252,674995422363
7896004821351;33050;APIXABANA 5MG C/60 COMP. GERMED;GERMED;;ST;30049069;0;;;;2,5;8;3;;116,349998474121;0;48,9033012390137;137,918495329105;349,049995422363;0;146,709903717041
7908161368270;28155;APOIO CABECA INF PIMPOLHO CINZA CHUMBO;DIVERSAS;;ST;94049000;0;49;49;   ;0,5;8;2;;79,1500015258789;0;53,4799995422363;47,9992561768245;158,300003051758;0;106,959999084473
7891104193087 ;2919;APRACUR C/6CP;HYPERMACAS;;ST;30044990;;04;04;002;0,5;8;21;;12,3000001907349;0;9,01319980621338;36,4665208271061;258,300004005432;0;189,277195930481
7896006220534;32895;APRESOLINA 25MG 20COMP RVST;DIVERSAS;;ST;30049069;0;;;;0,5;8;12;;10,539999961853;0;7,81829977035522;34,8119191057078;126,479999542236;0;93,8195972442627
7896006220527;32954;APRESOLINA 25MG 60COMP ;NOVARTIS;;ST;30049069;0;;;;0,5;0;11;;31,6599998474121;0;23,4967002868652;34,7423232236153;348,259998321533;0;258,463703155518
7896261018181 ;73;APRESOLINA 25MG C/20DRG;NOVARTIS;;ST;30049069;;04;04;002;0,5;8;8;;10,5299997329712;0;7,90000009536743;33,2911342513273;84,2399978637695;0;63,2000007629395
7896006220510;33022;APRESOLINA 50MG 20CP;NOVARTIS;;ST;30049069;0;;;;0,5;8;4;;14,1000003814697;0;10,5749998092651;33,3333393454647;56,4000015258789;0;42,2999992370605
7896006220503;32612;APRESOLINA 50MG 60COMP ;NOVARTIS;;ST;30049069;0;;;;0,5;8;25;;42,3300018310547;0;31,7458000183105;33,3404790764111;1058,25004577637;0;793,645000457764
7897316801130 ;789;APROPINA 0.5 5ML;ALLERGAN;;ST;30044990;;04;04;002;0,5;8;4;;11,8199996948242;0;8,83500003814697;33,786074066654;47,2799987792969;0;35,3400001525879
7891025107323;32912;APTAMIL PRO EXPERT SL 800G;DANONE;;ST;21069090;0;;;;0,5;8;1;;205,949996948242;0;152,570007324219;34,9872105010707;205,949996948242;0;152,570007324219
7891025123491;27661;APTAMIL PROFUTURA GOLD 1 LT 800 GR;DANONE;;ST;19011090;0;49;49;   ;0,5;8;1;;119;0;95,0299987792969;25,2236152042603;119;0;95,0299987792969
8712400746113;34079;APTAMIL SOJA 2 400G   DANO;NESTLE;;ST;21069090;0;;;;0,5;8;2;;91,1500015258789;0;65,0800018310547;40,0583880782625;182,300003051758;0;130,160003662109
7891025118763;29395;APTANUTRI PROFUTURA 3 800 GR ;DANONE;;ST;19011090;0;49;49;   ;0,5;8;2;;95,9800033569336;0;71,1033020019531;34,9867033661772;191,960006713867;0;142,206604003906
7896241241394 ;4318;ARADOIS 25MG C/30CP;BIOLAB;;ST;30049069;;04;04;002;0,5;8;7;;58,0699996948242;0;42,6450004577637;36,1707095122152;406,48999786377;0;298,515003204346
7896241241462 ;2148;ARADOIS 25MG C/60CP;BIOLAB;;ST;30049069;;04;04;002;0,5;8;2;;101,900001525879;0;74,0550003051758;37,6004336046934;203,800003051758;0;148,110000610352
7896112486787 ;2645;ARADOIS 50MG C/30CP;BIOLAB;;ST;30049069;;04;04;002;0,5;8;3;;12,6499996185303;0;8,40999984741211;50,4161694179207;37,9499988555908;0;25,2299995422363
7896112486886;8686;ARADOIS 50MG C/60CP;BIOLAB;;ST;30049069;;04;04;002;0,5;8;14;;21,7099990844727;0;10,8591995239258;99,9226465692945;303,939987182617;0;152,028793334961
7891118027118;34105;ARC BALA KIDS HORTELA 400GR;ARCOR;;ST;17049020;0;;;;0,5;8;100;;0,200000002980232;0;0,136000007390976;47,058817728787;20,0000002980232;0;13,6000007390976
77953124;31189;ARC CHOC TABL. BLOCK 38GR ;ARCOR;;ST;18063210;0;;;   ;0,5;8;60;;4,5;0;3,04999995231628;47,5409859132139;270;0;182,999997138977
7898142865914;31435;ARC CHOC TABL. SPECIAL BRANCO 60G;DIVERSAS;;ST;17049010;0;;;;0,5;8;4;;8,5;0;5,59999990463257;51,7857168706096;34;0;22,3999996185303
7898142865938;31786;ARCOR BONOBON BEIJINHO 15G DISPLAY;ARCOR;;ST;19053200;0;;;;0,5;8;27;;1,5;0;0,882000029087067;70,0680216022904;40,5;0;23,8140007853508
7898142866027;33736;ARCOR CHOC.TABL. BLOCK 140GR;ARCOR;;ST;18063210;0;;;;0,5;8;24;;21,75;0;13,7767000198364;57,8752529174853;522;0;330,640800476074
7891118026104;32419;ARCOR PIRULITO BIG BIG MAX MORAN. 600G;BIG;;ST;17049090;0;;;;0,5;8;90;;1;0;0,627900004386902;59,2610277135491;90;0;56,5110003948212
7897337704960 ;9528;ARCOXIA 60MG C/7CP;MSD;;ST;30049069;;04;04;002;0,5;8;1;;76,3300018310547;0;56,2999992370605;35,5772697432099;76,3300018310547;0;56,2999992370605
7897337716925;31471;ARCOXIA 90MG 5CPR ;SUPERA;;ST;30049069;0;;;;0,5;8;1;;61,2400016784668;0;45,1599998474121;35,6067357958066;61,2400016784668;0;45,1599998474121
7897337704984 ;7928;ARCOXIA 90MG C/7CP;MSD;;ST;30049069;;04;04;002;0,5;8;2;;85,7399978637695;0;63,2400016784668;35,5787406516847;171,479995727539;0;126,480003356934
7896676434026;30826;AREDS C 60 CAPS;DIVERSAS;;18 %;21069030;0;49;49;   ;0,5;8;2;;171,25;0;119,75;43,0062630480167;342,5;0;239,5
0703387022176;32788;ARGILA BRANCA 250G - ULTRANATURAIS;NATUREMEL;;ST;25084090;0;;;;0,5;8;12;;12,75;0;8,25;54,5454545454545;153;0;99
703387022176;30159;ARGILA BRANCA 250G ULTRANATURAIS;DIVERSAS;;18 %;25084090;0;49;49;   ;0,5;8;5;;21,4326000213623;0;8,24670028686523;159,893039346885;107,163000106812;0;41,2335014343262
7898960564174 ;19072;ARGILA PRETA/VERM/VERDE ULTRANATURAIS;DIVERSAS;;18 %;25084090;;49;49;   ;0,5;8;6;;10,210000038147;0;6,69329977035522;52,5406061053367;61,2600002288818;0;40,1597986221313
7898632470291;29249;ARGILA ROSA C/ COLAGENO 100 GR ;LABORIS;;18 %;25070010;0;49;49;   ;0,5;8;1;;8,80000019073486;0;5,8600001335144;50,1706482975327;8,80000019073486;0;5,8600001335144
741527449131;29389;ARGILA VERDE 250G  ULTRANATURAIS;NATURE;;18 %;25081000;0;49;49;   ;0,5;8;3;;12;0;8,24330043792725;45,5727604539107;36;0;24,7299013137817
7899620916388;31000;ARIPIPRAZOL 10MG 30CP;GLOBO;;ST;30049069;0;04;04;002;2,5;8;11;;75;0;30,3700008392334;146,954224324918;825;0;334,070009231567
7898912189790;33220;ARIPIPRAZOL 15MG  C/ 30 CPR;UNICHEM;;ST;30049069;0;;;;2,5;8;2;;99,75;0;41,7994995117188;138,639220960132;199,5;0;83,5989990234375
7899620916418;33221;ARIPIPRAZOL 15MG C/30 CPRS ;GLOBO;;ST;30049069;0;;;;2,5;8;2;;132,25;0;55,4324989318848;138,578455866672;264,5;0;110,86499786377
7896658035432;29730;ARISTAB 1MG/ML SUSP OR 150ML ;ACHÉ LABORATORIOS FARMACEUTICOS S.A.;;ST;30049069;0;04;04;002;0,5;8;1;;218,729995727539;0;160,660003662109;36,1446475424954;218,729995727539;0;160,660003662109
7898133136634;23452;ARLIVRY 7MG/ML ;NATULAB;;ST;30049099;0;04;04;002;3,5;8;17;;16,6499996185303;0;6,3899998664856;160,56337975618;283,049993515015;0;108,629997730255
7898133136757 ;5499;ARLIVRY CEREJA/MEL 100ML;COMERCIAL EBANO DE COSMETICOS E ARMARINHOS LTDA;;ST;30049099;;04;04;002;3,5;8;5;;16,6499996185303;0;6,3899998664856;160,56337975618;83,2499980926514;0;31,949999332428
7899838817477;29563;ARMADILHA MATA INSETOS HC033 MULTILASER;MULTILASER INDUSTRIAL S.A;;ST;85437020;0;49;49;   ;0,5;8;1;;72,75;0;47,5200004577637;53,093432868674;72,75;0;47,5200004577637
7898946058031;24420;ARNICA GEL EXTRA FORTE 200 G;DIVERSAS;;ST;33049990;0;04;04;002;3,5;8;7;;10,8000001907349;0;7,76000022888184;39,1752560848967;75,600001335144;0;54,3200016021729
7896112102854;29712;ARNICA GEL EXTRA FORTE 200G TEUTO;TEUTO;;ST;33049990;0;04;04;002;3,5;8;1;;19,2999992370605;0;12,8699998855591;49,9611453665692;19,2999992370605;0;12,8699998855591
7896637033589;27318;ARPADOL 400 MG C/30 CPS;APSEN;;ST;30049099;0;04;04;002;0,5;8;2;;116,690002441406;0;88,4700012207031;31,897819409207;233,380004882813;0;176,940002441406
7896637033596;30089;ARPADOL 400MG C/60 CPS;APSEN;;ST;30049099;0;04;04;002;0,5;8;1;;257,299987792969;0;183,779998779297;40,0043473185364;257,299987792969;0;183,779998779297
7896094210967;33773;ARTAG 90MG 60CPR;DIVERSAS;;ST;30049069;0;;;;0,5;8;1;;362,600006103516;0;271,929992675781;33,3431456146285;362,600006103516;0;271,929992675781
7891317009267;26114;ARTICO 1,5+1,2G C/30 SACHES LARANJA;EUROFARMA;;ST;30049099;0;04;04;002;0,5;8;2;;259,299987792969;0;188,449996948242;37,5961751085544;518,599975585938;0;376,899993896484
7898216360598;1941;ARTRITEC 15MG C/10CP;PHARLAB;;ST;30049079;;04;04;002;3,5;8;4;;6,5;0;2,62129998207092;147,968566911779;26;0;10,4851999282837
7898216360581 ;2273;ARTRITEC 7.5MG C/10CP;PHARLAB;;ST;30049079;;04;04;002;3,5;8;14;;8,05000019073486;0;3,31730008125305;142,667229179162;112,700002670288;0;46,4422011375427
7896094918436;33821;ARTROFLAN 150MG 60CPR;DIVERSAS;;ST;30049099;0;;;;0,5;8;1;;271,570007324219;0;206,960006713867;31,218592246993;271,570007324219;0;206,960006713867
7896658033278 ;19735;ARTROGEN DUO 30SCH;SERVIMED COMERCIAL LTDA;;18 %;21069030;;49;49;   ;0,5;8;2;;251,300003051758;0;167,580001831055;49,9582290881613;502,600006103516;0;335,160003662109
7896658039874;31377;ARTROGEN PLUS D po schx30;ACHÉ LABORATORIOS FARMACEUTICOS S.A.;;ST;21069030;0;;;   ;0,5;8;2;;261,559997558594;0;186,830001831055;39,9989268292763;523,119995117188;0;373,660003662109
7896658021268;7867;ARTROLIVE 4MG C/30SCH;BIOSINTETICA;;ST;30049099;;04;04;002;0,5;8;3;;141,289993286133;0;103,775001525879;36,1503167512829;423,869979858398;0;311,325004577637
7896658004858 ;3607;ARTROLIVE C/30CPS;SERVIMED COMERCIAL LTDA;;ST;30049099;;04;04;002;0,5;8;2;;122,75;0;90,1549987792969;36,1544025977939;245,5;0;180,309997558594
7896658001864;7529;ARTROSIL 160 MG C/20;SERVIMED COMERCIAL LTDA;;ST;30049029;;04;04;002;0,5;8;2;;83;0;60,9599990844727;36,1548576878854;166;0;121,919998168945
7896004713182 ;19997;AS INF EMS 100MG;EMS;;ST;30049024;;04;04;002;2,5;8;20;;2;0;1,25950002670288;58,7931685270067;40;0;25,1900005340576
7896862910105;22948;AS-MED 500MG C/10CP;MEDQUIMICA;;ST;30049024;0;04;04;002;3,5;8;59;;5,19999980926514;0;2,00950002670288;158,770825586756;306,799988746643;0;118,56050157547
7898636190836 ;20728;ASEPXIA GEL SECATIVO 15G;GENOMMA;;ST;33049990;;04;04;002;0,5;8;3;;30,8999996185303;0;20,5900001525879;50,0728479336439;92,6999988555908;0;61,7700004577637
7896112154624;30379;ASMOFEN 0,2MG/ML FRAMBOESA 120ML ;TEUTO;;ST;30049079;0;04;04;002;3,5;8;1;;29,5699996948242;0;10,6999998092651;176,355142261026;29,5699996948242;0;10,6999998092651
7896033241076;29194;ASPIRADOR NASAL LILLO  AZUL;LILLO;;ST;39249000;0;49;49;   ;0,5;8;2;;31,5;0;20,9899997711182;50,0714642376671;63;0;41,9799995422363
7896033241083;29195;ASPIRADOR NASAL LILLO  ROSA ;LILLO;;ST;39249000;0;49;49;   ;0,5;8;2;;18,8299999237061;0;12,4949998855591;50,7002808817034;37,6599998474121;0;24,9899997711182
7891106004213 ;535;ASPIRINA 500MG C/10CP;BAYER;;ST;30049024;;04;04;002;0,5;8;7;;12;0;7,82399988174438;53,3742354470047;84;0;54,7679991722107
7891106910118 ;5074;ASPIRINA C EFV 400MG+240MG LIMAO;BAYER;;ST;30045090;;04;04;002;0,5;8;5;;10;0;7,62580013275146;31,133780402292;50;0;38,1290006637573
7891106001946 ;757;ASPIRINA PREVENT 100MG C/30CP;BAYER;;ST;30049024;;04;04;002;0,5;8;1;;24,4699993133545;0;18,9400005340576;29,1974584127013;24,4699993133545;0;18,9400005340576
7898207471029;30361;ASSENTO PLAST PARA CADEIRA DE BANHO ;MERCUR;;ISENTO;87142000;0;49;49;309;0,5;8;2;;54,6637992858887;0;36,935001373291;47,9999925637419;109,327598571777;0;73,870002746582
7899640810345;33216;ASSERT 100MG C 30 COMP;MOMENTA;;ST;30049039;0;;;;0,5;8;6;;217,330001831055;0;154,419998168945;40,7395443647667;1303,98001098633;0;926,519989013672
7899640810321;32422;ASSERT 25MG C 30 COMP ;MOMENTA;;ST;30049039;0;;;;0,5;8;2;;73,6699981689453;0;53,5449981689453;37,5852099882449;147,339996337891;0;107,089996337891
