sku;name;quantity;price
7909878175342;BIQUINI JUV. LUNENDER 45764;3;96,16
7909878175786;BIQUINI JUV. LUNENDER 45781;2;78,39
7899183517213;BIQUINI JUV. UAI BRASIL A324;1;79,86
7899183535866;BIQUINI JUV. UAI BRASIL C203;1;95,89
7899183543328;BIQUINI JUV. UAI BRASIL C205;3;94,29
SEM GTIN;BIQUINI ONDAS 008, 003;1;38,54
SEM GTIN;BIQUINI TAYRONE MM56;1;52,3
SEM GTIN;BIQUINI TAYRONE TY06;1;88,08
SEM GTIN;BIQUINI TAYRONE TY41;1;107,82
SEM GTIN;BIQUINI TAYRONE TY54, TY48;1;81,6
SEM GTIN;BIQUINI TAYRONE TY60;3;107,83
7899183517022;BIQUINI UAI BRASIL A209;5;100,6
7899183516810;BIQUINI UAI BRASIL A217;2;113,94
7899183522019;BIQUINI UAI BRASIL A352;4;126,64
7899183522279;BIQUINI UAI BRASIL A356;2;121,82
7899183522217;BIQUINI UAI BRASIL A357;8;115,41
7899183525416;BIQUINI UAI BRASIL A360;3;120,23
7899183521883;BIQUINI UAI BRASIL A375;8;128,25
7899183521937;BIQUINI UAI BRASIL A376;8;125,04
7899183524181;BIQUINI UAI BRASIL A415;1;134,66
7899183402229;BIQUINI UAI BRASIL B512;5;68,86
7898419920490;BIQUINI UAI BRASIL B541;4;68,86
7899183536795;BIQUINI UAI BRASIL C305;4;127,91
7899183536849;BIQUINI UAI BRASIL C307;7;126,31
7899183537211;BIQUINI UAI BRASIL C308;2;127,91
7899183540730;BIQUINI UAI BRASIL C313;4;127,91
7899183538898;BIQUINI UAI BRASIL C319;2;103,9
7899183539376;BIQUINI UAI BRASIL C321;3;111,9
7899183541478;BIQUINI UAI BRASIL C327;2;89,49
7899183541935;BIQUINI UAI BRASIL C328;1;89,49
7899183550128;BIQUINI UAI BRASIL C337;1;159,92
7899183543397;BIQUINI UAI BRASIL C351;8;139,11
7899183543748;BIQUINI UAI BRASIL C352;3;139,11
7897252230421;BLAZER AVENTURA E ACAO 3042;4;32,67
7898469560448;BLAZER DOCE TRAMA 103404;2;323,08
7898469627400;BLAZER DOCE TRAMA 103611;2;277,48
7898469990474;BLAZER DOCE TRAMA 103659;8;179,63
7900096079788;BLAZER DOCE TRAMA 104456;4;190,29
7900096052866;BLAZER DOCE TRAMA 201682;2;212,83
7909878976802;BLAZER LUNENDER 20670;2;225,3
7900066170972;BLAZER LUNENDER 20868;4;289,72
7900066191878;BLAZER LUNENDER 65222;8;174,41
7909683699293;BLAZER LUNENDER 66684;2;149,12
7900066227348;BLAZER LUNENDER 67762;7;175,86
7900066223173;BLAZER LUNENDER 67764;6;163,3
7900066888730;BLAZER LUNENDER 69366;4;174,57
7909888558654;BLAZER OPOSICAO 67835;2;214,06
7908174965664;BLOCO ANOTACAO HA80273;5;14,35
7908174966333;BLOCO ANOTACAO HA85173;5;25,47
7898096081668;BLOCO BABY 166;1;57,59
7908414431782;BLOCOS CUBIC MALETA DE CONSTRUCAO BR1498;14;115,75
7909879558809;BLUSA 102133;1;144,8
7900007105896;BLUSA 102444;2;73,26
7900007650969;BLUSA 102560;5;50,52
7900072807336;BLUSA 104799;2;52,71
7909879932562;BLUSA 106171;4;65,07
7909919075822;BLUSA 106207;1;120,49
7909919074894;BLUSA 106221;1;129,04
7900007174335;BLUSA 113573;1;67,35
7900007308754;BLUSA 113655;5;112,2
7900007149173;BLUSA 113845;1;59,81
7900007140781;BLUSA 113851;2;74,76
7900007138801;BLUSA 114190;3;97,25
7900007579390;BLUSA 115866;1;119,77
7900007569186;BLUSA 115875;1;48,59
7900007573268;BLUSA 115880;3;59,87
7900007536690;BLUSA 115884;2;59,87
7900007550467;BLUSA 115887;4;86,48
7900007549775;BLUSA 115890;1;96,42
7900007588309;BLUSA 117235;1;106,47
7900007773903;BLUSA 117306;1;126,36
7900007773385;BLUSA 117696;1;46,58
7900007697223;BLUSA 117711;2;113,07
7900007365375;BLUSA 118251;1;45,05
7900007337082;BLUSA 118259;2;112,2
7900007855807;BLUSA 119504;1;99,77
7900072617072;BLUSA 123217;4;44,84
7900072656231;BLUSA 123825;1;52,37
7900072670718;BLUSA 123862;1;74,74
7900072794827;BLUSA 123921;1;84,54
7900072821028;BLUSA 123930;2;101,85
7900072808753;BLUSA 123932;1;104,63
7900072859335;BLUSA 123933;1;104,63
7900072156724;BLUSA 124157;1;68,81
7900072759062;BLUSA 125382;7;89,68
7900072853722;BLUSA 14191;4;47,85
SEM GTIN;BLUSA 20587;1;27,5
7909263777922;BLUSA 2950;1;39,52
7909482985030;BLUSA 37400;6;50,13
7909548120047;BLUSA 40334;2;44,89
7909263733966;BLUSA 4499;6;38,2
7909879062009;BLUSA 4500;3;44,09
7909706582014;BLUSA 4503;7;44,09
7909706580522;BLUSA 47373;2;38,2
7909482597677;BLUSA 48133;1;75,46
7909482724967;BLUSA 50038;1;90,83
7909593012458;BLUSA 57465;3;51,85
7909548709600;BLUSA 58385;2;103,5
7909593468958;BLUSA 58544;2;59,8
7909593317683;BLUSA 59744;1;32,95
7909593713829;BLUSA 60345;2;104,7
7909593757847;BLUSA 62260;1;49
7909619538313;BLUSA 66852;1;25,1
7909661539399;BLUSA 68853;1;68,11
7909706688891;BLUSA 70910;3;52,38
7909706721727;BLUSA 70953;2;73,24
7909619775602;BLUSA 72712;3;103,62
7909661519902;BLUSA 74916;1;43,13
7909661582173;BLUSA 75089;2;76,64
7909661446239;BLUSA 79410;14;44,85
7909706689461;BLUSA 87857;10;60,7
7909810582696;BLUSA 93035;1;32,15
7909810614465;BLUSA 94163;1;100,75
7909834437361;BLUSA 96155;1;80,28
7909834417332;BLUSA 96157;1;102,08
7909810847085;BLUSA 97091;1;61,3
7909879585058;BLUSA 99064;1;54,27
SEM GTIN;BLUSA CESTI ELABEL;2;71,7
7898469255078;BLUSA DOCE TRAMA 100771;2;50,79
7898469089444;BLUSA DOCE TRAMA 100791;1;64,09
7898469657612;BLUSA DOCE TRAMA 101381;1;71,65
7898469335954;BLUSA DOCE TRAMA 101700;3;70,8
7898469447404;BLUSA DOCE TRAMA 102589;4;76,54
7898469439270;BLUSA DOCE TRAMA 102604;1;76,54
;BLUSA DOCE TRAMA 102703;1;43,16
7898469484911;BLUSA DOCE TRAMA 102828;1;49,72
7898469500185;BLUSA DOCE TRAMA 102832;1;87,07
7898469503360;BLUSA DOCE TRAMA 102941;1;72,53
7898469558162;BLUSA DOCE TRAMA 103389;1;99,17
7898469624195;BLUSA DOCE TRAMA 103445;4;82,23
7898469605149;BLUSA DOCE TRAMA 103449;1;51,95
7898469601899;BLUSA DOCE TRAMA 103469;2;83,42
7898469610945;BLUSA DOCE TRAMA 103472;1;72,54
7898469619993;BLUSA DOCE TRAMA 103515;2;108,87
7898469612284;BLUSA DOCE TRAMA 103528;2;87,07
7898469594627;BLUSA DOCE TRAMA 103535;1;60,44
7898469593866;BLUSA DOCE TRAMA 103543;1;105,24
7898469607273;BLUSA DOCE TRAMA 103590;1;112,51
7898469601981;BLUSA DOCE TRAMA 103601;1;113,72
7898469653980;BLUSA DOCE TRAMA 103618;2;98,75
7898469654451;BLUSA DOCE TRAMA 103633;2;74,34
7898469642298;BLUSA DOCE TRAMA 103641;1;76,52
7898469649952;BLUSA DOCE TRAMA 103650;1;99,12
7898469649587;BLUSA DOCE TRAMA 103652;1;156,53
7898469996742;BLUSA DOCE TRAMA 103658;2;85,03
7898469650996;BLUSA DOCE TRAMA 103670;4;56,64
7898469657537;BLUSA DOCE TRAMA 103719;2;153,96
7898469997077;BLUSA DOCE TRAMA 103723;1;85,03
7898469656516;BLUSA DOCE TRAMA 103748;2;79,48
7898469643066;BLUSA DOCE TRAMA 103828;3;44,35
7898469351497;BLUSA DOCE TRAMA 103830;2;63,94
7898469994854;BLUSA DOCE TRAMA 103831;1;83,34
7898469642816;BLUSA DOCE TRAMA 103832;4;57,73
7898469994151;BLUSA DOCE TRAMA 103838;10;62,1
7898469657346;BLUSA DOCE TRAMA 103846;3;65,56
7898469656127;BLUSA DOCE TRAMA 103850;1;48,99
7898469655427;BLUSA DOCE TRAMA 103852;4;49,02
7900096025310;BLUSA DOCE TRAMA 103927;1;75,5
7900096017452;BLUSA DOCE TRAMA 103950;2;43,98
7900096033575;BLUSA DOCE TRAMA 103956;16;55,3
7900096032400;BLUSA DOCE TRAMA 103960;1;57,22
7900096025150;BLUSA DOCE TRAMA 103989;6;96,34
7900096003462;BLUSA DOCE TRAMA 103993;3;91,33
7900096013379;BLUSA DOCE TRAMA 103997;2;91,33
7900096011627;BLUSA DOCE TRAMA 104040;1;106,36
7900096020834;BLUSA DOCE TRAMA 104059;2;90,06
7900096014253;BLUSA DOCE TRAMA 104101;2;93,82
7900096008436;BLUSA DOCE TRAMA 104113;5;50,6
7900096026683;BLUSA DOCE TRAMA 104114;5;100,1
7900096017438;BLUSA DOCE TRAMA 104119;1;108,87
7900096030123;BLUSA DOCE TRAMA 104124;1;93,84
7900096373039;BLUSA DOCE TRAMA 104341;9;57,14
7900096073687;BLUSA DOCE TRAMA 104350;11;47,56
7900096076640;BLUSA DOCE TRAMA 104417;2;100,1
7900096076503;BLUSA DOCE TRAMA 104420;4;166,04
7900096150418;BLUSA DOCE TRAMA 104510;8;92,95
7900096387333;BLUSA DOCE TRAMA 104765;3;57,14
7900096181931;BLUSA DOCE TRAMA 104925;1;150,14
7900096186370;BLUSA DOCE TRAMA 104933;1;95,08
7900096184499;BLUSA DOCE TRAMA 104981;4;118,88
7900096193835;BLUSA DOCE TRAMA 104999;1;71,28
7900096155178;BLUSA DOCE TRAMA 105013;1;123,9
7900096182549;BLUSA DOCE TRAMA 105023;2;100,1
7900096166624;BLUSA DOCE TRAMA 105046;1;100,1
7900096196638;BLUSA DOCE TRAMA 105047;1;137,68
7900096183744;BLUSA DOCE TRAMA 105114;1;93,82
7900096168314;BLUSA DOCE TRAMA 105116;2;87,57
7900096166877;BLUSA DOCE TRAMA 105152;1;187,8
7900096174223;BLUSA DOCE TRAMA 105155;2;116,38
7900096232657;BLUSA DOCE TRAMA 105301;8;68,6
7900096419782;BLUSA DOCE TRAMA 106096;6;61,44
7900096437250;BLUSA DOCE TRAMA 106190;7;65,74
7900096406928;BLUSA DOCE TRAMA 106205;4;134,48
7900096420399;BLUSA DOCE TRAMA 106263;4;75,76
7900096420610;BLUSA DOCE TRAMA 106354;8;107,27
7900096441011;BLUSA DOCE TRAMA 106368;8;100,11
7900096440908;BLUSA DOCE TRAMA 106383;1;114,43
7900096403811;BLUSA DOCE TRAMA 106411;2;57,14
7900096440847;BLUSA DOCE TRAMA 106420;3;121,59
7898469329830;BLUSA DOCE TRAMA 200303;2;82,88
7898469327294;BLUSA DOCE TRAMA 200313;2;85,69
7898469485031;BLUSA DOCE TRAMA 201019;4;96,75
7898469493265;BLUSA DOCE TRAMA 201064;2;62,84
7898469587452;BLUSA DOCE TRAMA 201215;1;86,76
7898469609376;BLUSA DOCE TRAMA 201272;1;145,21
7898469606337;BLUSA DOCE TRAMA 201327;1;102,81
7898469645541;BLUSA DOCE TRAMA 201351;2;111,59
7898469993024;BLUSA DOCE TRAMA 201352;2;124,42
7898469648030;BLUSA DOCE TRAMA 201357;2;125,7
7898469996667;BLUSA DOCE TRAMA 201413;2;142,4
7900096001857;BLUSA DOCE TRAMA 201453;3;73,86
7900096034633;BLUSA DOCE TRAMA 201454;1;87,56
7898469671274;BLUSA DOCE TRAMA 201467;1;87,57
7900096032080;BLUSA DOCE TRAMA 201484;1;166,5
7900096028533;BLUSA DOCE TRAMA 201488;2;187,79
7900096020773;BLUSA DOCE TRAMA 201491;2;137,68
7900096027888;BLUSA DOCE TRAMA 201498;2;96,34
7900096024108;BLUSA DOCE TRAMA 201596;1;103,86
7900096172380;BLUSA DOCE TRAMA 201860;2;103,85
7900096149115;BLUSA DOCE TRAMA 201865;2;87,57
7900096157035;BLUSA DOCE TRAMA 201895;1;102,59
7898469893973;BLUSA DOCE TRAMA 20371;1;87,81
7898469327812;BLUSA DOCE TRAMA 300185 ;2;53,37
7898469033997;BLUSA DOCE TRAMA 338;1;62,75
7898469027989;BLUSA DOCE TRAMA 466;1;82,46
7898469449149;BLUSA DOCE TRAMA 6302240;2;40,68
7898469604326;BLUSA DOCE TRAMA 6302562;1;72,53
7898469624683;BLUSA DOCE TRAMA 6302576;1;78,11
~7898469693788;BLUSA DOCE TRAMA 8631, 9437;1;44,9
7898469204045;BLUSA DOCE TRAMA 8667;1;39,04
7898469223763;BLUSA DOCE TRAMA 8822, 8823;1;47,8
7898469692880;BLUSA DOCE TRAMA 8973, 9327;1;38,29
7898469742042;BLUSA DOCE TRAMA 9762;1;82,96
7909462693719;BLUSA ELIAN 181819;1;122,62
7892888161347;BLUSA ELITE 125854;8;81,63
7892888720254;BLUSA ELITE 135298;1;64,32
7892888275792;BLUSA ELITE 135399;1;90,28
SEM GTIN;BLUSA ELITE M-GG 119605;4;30,55
7892888352257;BLUSA ELITE P-GG 125674;1;50,5
7891114833485;BLUSA FORMITZ 54116;1;52,63
7900066700377;BLUSA IFN. LUNENDER 46587;2;44,74
7909834942278;BLUSA INF. 100501;2;26,39
7909834982915;BLUSA INF. 10179;3;49,81
7900072865169;BLUSA INF. 101810;8;30,9
7909919159072;BLUSA INF. 104638;1;47,64
7909879136878;BLUSA INF. 104831;3;32,31
7909879454224;BLUSA INF. 104832;1;38,08
7909919143392;BLUSA INF. 105126;1;29,94
7900072734496;BLUSA INF. 122530;3;45,1
7900072669729;BLUSA INF. 122690;1;42,84
7900072637049;BLUSA INF. 122983;3;42,07
7900072666179;BLUSA INF. 122986;2;45,1
7900072795688;BLUSA INF. 122987;2;45,1
7900072652998;BLUSA INF. 123092;1;30,9
7900072634901;BLUSA INF. 123098;1;45,1
7900072646577;BLUSA INF. 123967;2;27,89
7909810855066;BLUSA INF. 1348;1;26,7
7909442078406;BLUSA INF. 40257;1;26,37
7909442703179;BLUSA INF. 43533;2;24,89
7909206221260;BLUSA INF. 46685;1;28,62
7909482572308;BLUSA INF. 48547;2;48,48
7909593803032;BLUSA INF. 5074;1;25,98
7909548957834;BLUSA INF. 54875;1;29,29
7909548439736;BLUSA INF. 58002;1;25,52
7909593624316;BLUSA INF. 60652;1;21,22
7909619507180;BLUSA INF. 66851;2;20,04
7909619758025;BLUSA INF. 71431;4;54,07
7909706628699;BLUSA INF. 86761;31;24,41
7909706171669;BLUSA INF. 86769;11;25,36
7909810690261;BLUSA INF. 95621;10;55,16
7900066602299;BLUSA INF. J. LUNENDER 21114;6;99,66
7909357907280;BLUSA INF. LECIMAR 0186;2;23,32
7909357444037;BLUSA INF. LECIMAR 1478;3;35,89
7909878213020;BLUSA INF. LUNENDER 139;6;27,53
7909474331265;BLUSA INF. LUNENDER 159;1;22,83
7909352131468;BLUSA INF. LUNENDER 159;1;20,27
7909352439458;BLUSA INF. LUNENDER 190;15;29,77
7909878649553;BLUSA INF. LUNENDER 19239;1;26,53
7909878373342;BLUSA INF. LUNENDER 20704;2;70,98
7900066553799;BLUSA INF. LUNENDER 261;18;34,82
7909878214683;BLUSA INF. LUNENDER 263;3;34,1
7909132678718;BLUSA INF. LUNENDER 43679, 53788;1;42,03
7909878581310;BLUSA INF. LUNENDER 45426;1;45,11
7900066753502;BLUSA INF. LUNENDER 46223;4;45
7900066787323;BLUSA INF. LUNENDER 46229;4;50,49
7909878652188;BLUSA INF. LUNENDER 46366;2;38,15
7900066689221;BLUSA INF. LUNENDER 46585;6;42,38
7900066734273;BLUSA INF. LUNENDER 46713;2;43,61
7900066795229;BLUSA INF. LUNENDER 46737;4;128,59
7900066777102;BLUSA INF. LUNENDER 483;10;19,61
7900066999559;BLUSA INF. LUNENDER 490;6;45,31
7900066556141;BLUSA INF. LUNENDER 495;6;32,55
7900066779595;BLUSA INF. LUNENDER 64225;3;60,75
7900259007887;BLUSA INF. LUNENDER 65317;8;56,24
7900259017954;BLUSA INF. LUNENDER 65318;2;51,73
7909246810622;BLUSA INF. LUNENDER 65663;1;73,08
7909652746362;BLUSA INF. MARLAN 64942;1;40,34
7909652729587;BLUSA INF. MARLAN 64992;2;28,06
7909652733126;BLUSA INF. MARLAN 69631;4;38,59
7909652610526;BLUSA INF. MARLAN 99162;6;26,32
7909919053875;BLUSA INF. ML. 104657;1;44,91
7909919055343;BLUSA INF. ML. 109664;1;34,07
7900007905038;BLUSA INF. ML. 119532;4;25,49
7909356806928;BLUSA INF. ML. 22163;2;30,38
7909442065833;BLUSA INF. ML. 24069;1;18,19
7909400008438;BLUSA INF. ML. 24069, 24068;3;19,76
7909593805111;BLUSA INF. ML. 24071;2;23,6
7909482986945;BLUSA INF. ML. 3316, 38005;9;32
7909442399426;BLUSA INF. ML. 37667;1;42,77
7909442382138;BLUSA INF. ML. 38021 ;1;24,29
7909442368668;BLUSA INF. ML. 38023;1;47,88
7909548041090;BLUSA INF. ML. 40124, 51371;2;38,27
7909593901424;BLUSA INF. ML. 64556;2;40,41
7909619163980;BLUSA INF. ML. 64558;1;44,95
7909593995669;BLUSA INF. ML. 65657;1;44,95
7909593961558;BLUSA INF. ML. 65676;1;48,65
7909218392583;BLUSA INF. ML. 6967;2;29,18
7909919100449;BLUSA INF. ML. 78239;1;27,72
7909919092188;BLUSA INF. ML. 78239;7;27,72
7900007909265;BLUSA INF. ML. 78263;4;32,03
7909706335450;BLUSA INF. ML. 79557;4;43,88
7909810897189;BLUSA INF. ML. 91447;3;22,66
7909810852201;BLUSA INF. ML. 91449;1;33,53
7909834322148;BLUSA INF. ML. 95546;6;41,17
5516;BLUSA INF. ML. ALFA 177;2;42,07
7909352789584;BLUSA INF. ML. LUNENDER 201;2;21,49
7909474759809;BLUSA INF. ML. LUNENDER 204;18;32,24
7909878862785;BLUSA INF. ML. LUNENDER 490;4;50,33
7900066022165;BLUSA INF. ML. LUNENDER 496;11;40
7909022295599;BLUSA INF. ML. LUNENDER 63220, 63432;1;18,82
7909246800661;BLUSA INF. ML. LUNENDER 63480, 62788;1;44,08
7909352178494;BLUSA INF. ML. LUNENDER 64516;1;29,55
7909683744498;BLUSA INF. ML. LUNENDER 64516;3;52,35
7900259012010;BLUSA INF. ML. LUNENDER 65282;4;51,73
7900259000383;BLUSA INF. ML. LUNENDER 65283;7;68,63
7900259009126;BLUSA INF. ML. LUNENDER 65363;4;68,63
7909683717201;BLUSA INF. ML. LUNENDER 66888;4;46,52
7909683757528;BLUSA INF. ML. LUNENDER 66922;6;48,66
7909474780377;BLUSA INF. ML. LUNENDER 67527;2;41,42
7909474757386;BLUSA INF. ML. LUNENDER 67540;1;41,42
7909474683364;BLUSA INF. ML. LUNENDER 67551;2;43,27
7900066179197;BLUSA INF. ML. LUNENDER 67923;2;58,78
7900066185075;BLUSA INF. ML. LUNENDER 67932;2;50,33
7909352171099;BLUSA INF. ML. LUNENDER 69050;1;41,67
SEM GTIN;BLUSA INF. MOL. 24758;3;40,79
SEM GTIN;BLUSA INF. MOL. LUNENDER 1552, 61707;2;25,45
SEM GTIN;BLUSA INF. MOL. LUNENDER 68034, 6933;1;27,3
7900066091949;BLUSA INF. MOL. LUNENDER 72009;3;107,11
7908161328878;BLUSA INF. PIMPOLHO TERMICA 8656;4;76,6
7909206575844;BLUSA INF. POLO 032;1;25,46
7900007539783;BLUSA INF. REG. 116251;2;19,25
7900072679223;BLUSA INF. REG. 122690;2;25,62
7900072681523;BLUSA INF. REG. 123093;3;37,69
7900072684890;BLUSA INF. REG. 125080;1;37,69
7909218905592;BLUSA INF. REG. 14067;8;18,32
7909442056640;BLUSA INF. REG. 40357;3;32,31
7909442058897;BLUSA INF. REG. 40358;4;28,14
7909442588097;BLUSA INF. REG. 42145;1;34,06
7909356589593;BLUSA INF. REG. 5072;2;26,66
7909619396845;BLUSA INF. REG. 67421;1;21,21
7909919073880;BLUSA INF. REG. 69718;1;25,83
7909661603236;BLUSA INF. REG. 74585;4;21,11
7900072818769;BLUSA INF. REG. 84006;1;23,36
7909810889740;BLUSA INF. REG. 91693;4;21,29
SEM GTIN;BLUSA INF. REG. LECIMAR 0152;4;13,55
7892530774710;BLUSA INF. REG. LUNENDER 17004, 43421;1;22,74
7900066644695;BLUSA INF. REG. LUNENDER 19317;8;31,07
7909878506429;BLUSA INF. REG. LUNENDER 45928;2;28,87
7900066800350;BLUSA INF. REG. LUNENDER 46228;2;41,25
7909652727217;BLUSA INF. REG. MARLAN 62861;2;36,84
7909879334656;BLUSA JUV. 100501;9;33,74
7909879437012;BLUSA JUV. 101556;1;56,13
7909834982878;BLUSA JUV. 101579;6;54,3
7900007207644;BLUSA JUV. 101810;8;39,2
7909919158938;BLUSA JUV. 104638;8;54,4
7909879136663;BLUSA JUV. 104831;19;40,58
7909919090931;BLUSA JUV. 104832;3;44,91
7909919143750;BLUSA JUV. 105126;4;36,79
7900007260236;BLUSA JUV. 112990;1;34,8
7900007697186;BLUSA JUV. 116878;8;83,18
7900072659911;BLUSA JUV. 121977;8;60,17
7900072634079;BLUSA JUV. 122982;4;39,2
7900072636998;BLUSA JUV. 122983;2;49,6
7900072665950;BLUSA JUV. 122986;2;52,63
7900072795640;BLUSA JUV. 122987;6;52,63
7900072652950;BLUSA JUV. 123092;4;39,2
7900072634949;BLUSA JUV. 123098;1;52,63
7900072808449;BLUSA JUV. 123099;6;52,63
7900072646508;BLUSA JUV. 123967;5;33,17
7900072690532;BLUSA JUV. 124924;8;52,63
7909810855028;BLUSA JUV. 1348;10;31,72
7909548491093;BLUSA JUV. 46729, 61024;1;41,58
7909548710316;BLUSA JUV. 58381;1;43,96
7909619480643;BLUSA JUV. 66861;1;45,55
7909619757554;BLUSA JUV. 71431;6;62,29
7909661285937;BLUSA JUV. 71871;1;30,12
7909661400316;BLUSA JUV. 75693;1;48,9
7909706176015;BLUSA JUV. 86761;19;28,48
7909810527536;BLUSA JUV. 86769;9;30,2
7909834551166;BLUSA JUV. 87646;1;37,28
7909810715681;BLUSA JUV. 91622;6;30,8
7909810686226;BLUSA JUV. 95621;6;59,91
7909218768289;BLUSA JUV. 9713;1;29,52
7909358691348;BLUSA JUV. ELIAN 50002;2;25,61
7891114828870;BLUSA JUV. FORMITZ 0D546;2;59,8
7891114827224;BLUSA JUV. FORMITZ 0D549;1;41,33
7891114829532;BLUSA JUV. FORMITZ 0D560;2;45,57
7891114827354;BLUSA JUV. FORMITZ 0D561;1;49,99
7891114826807;BLUSA JUV. FORMITZ 0D563;2;52,72
7891114830002;BLUSA JUV. FORMITZ 0D565;1;52,9
7900066602268;BLUSA JUV. J. LUNENDER 21114;3;118,98
7909357908270;BLUSA JUV. LECIMAR 0186;2;29,61
7890906006595;BLUSA JUV. LECIMAR 0658;2;39,03
7909132555231;BLUSA JUV. LUNENDER 020, 300124;2;23,69
7909878213174;BLUSA JUV. LUNENDER 139;8;32,46
7909246336528;BLUSA JUV. LUNENDER 190;31;34,38
7909878649881;BLUSA JUV. LUNENDER 19239;3;30,97
7900066644800;BLUSA JUV. LUNENDER 19318;8;39,28
7909878373557;BLUSA JUV. LUNENDER 20704;1;84,31
7900066553911;BLUSA JUV. LUNENDER 261;10;40,91
7909878214577;BLUSA JUV. LUNENDER 263;3;38,73
7909246146417;BLUSA JUV. LUNENDER 33533;1;49,52
7909246145816;BLUSA JUV. LUNENDER 33534;1;45,4
7909246675856;BLUSA JUV. LUNENDER 35145, 253;2;20,5
7909022135505;BLUSA JUV. LUNENDER 41661, 37818, 41787;3;28,28
7909878389725;BLUSA JUV. LUNENDER 45254;6;69,57
7909878638168;BLUSA JUV. LUNENDER 45976;6;46,27
7900066753564;BLUSA JUV. LUNENDER 46223;1;50,49
7900066774842;BLUSA JUV. LUNENDER 46227;1;50,6
7900066787224;BLUSA JUV. LUNENDER 46229;1;59,62
7909878651976;BLUSA JUV. LUNENDER 46366;4;45,11
7900066734235;BLUSA JUV. LUNENDER 46713;3;51,62
7900066795199;BLUSA JUV. LUNENDER 46737;3;152,82
7900066624727;BLUSA JUV. LUNENDER 47015;4;66,61
7900066698827;BLUSA JUV. LUNENDER 47019;7;57,36
7900066777096;BLUSA JUV. LUNENDER 483;2;22,6
7900066999467;BLUSA JUV. LUNENDER 490;8;54
7900066603685;BLUSA JUV. LUNENDER 49013;8;47,49
7900066589149;BLUSA JUV. LUNENDER 49014;6;44,11
7900066581884;BLUSA JUV. LUNENDER 49015;7;47,49
7900066592248;BLUSA JUV. LUNENDER 49282;8;52,74
7900066607393;BLUSA JUV. LUNENDER 49285;7;48,12
7900066699275;BLUSA JUV. LUNENDER 49293;4;49,36
7900066719768;BLUSA JUV. LUNENDER 49294;7;54,86
7900066705181;BLUSA JUV. LUNENDER 49296;8;55,11
7900066752550;BLUSA JUV. LUNENDER 49299;6;61,87
7900066287847;BLUSA JUV. LUNENDER 495;14;38,16
7909352657722;BLUSA JUV. LUNENDER 53726, 54562;1;51,57
7909352780383;BLUSA JUV. LUNENDER 60595;2;44,8
7900066779571;BLUSA JUV. LUNENDER 64225;3;42,38
7900259007832;BLUSA JUV. LUNENDER 65317;1;66,38
7900259018036;BLUSA JUV. LUNENDER 65318;2;60,75
7909683774921;BLUSA JUV. LUNENDER 66613;2;49,83
7900066852823;BLUSA JUV. LUNENDER 69060;12;50,6
7900066867735;BLUSA JUV. LUNENDER 69063;6;43,84
7900066853004;BLUSA JUV. LUNENDER 69064;10;73,14
7900066868008;BLUSA JUV. LUNENDER 69066;8;43,84
7909652746355;BLUSA JUV. MARLAN 64942;8;49,12
7909652752646;BLUSA JUV. MARLAN 64956;1;42,1
7909652718017;BLUSA JUV. MARLAN 64992;4;33,33
7909652733102;BLUSA JUV. MARLAN 69631;6;45,6
7909652610663;BLUSA JUV. MARLAN 99162;5;31,58
7895857341078;BLUSA JUV. ML. 0063, 23268, 28234;1;26,3
7909879923508;BLUSA JUV. ML. 105123;8;65,38
7909919055145;BLUSA JUV. ML. 109664;10;50,39
7900007856682;BLUSA JUV. ML. 116874;15;44,82
7900007634310;BLUSA JUV. ML. 116964;1;32,03
7900007905373;BLUSA JUV. ML. 119532;1;33,32
7909593805166;BLUSA JUV. ML. 24071;2;30,59
7891612547761;BLUSA JUV. ML. 29980, 0078;2;30,32
7909442399365;BLUSA JUV. ML. 37667;2;49,58
7909442407817;BLUSA JUV. ML. 37980;3;64,97
7909442081444;BLUSA JUV. ML. 38005;8;38,74
7909206921856;BLUSA JUV. ML. 6448;1;29,18
7909619214392;BLUSA JUV. ML. 64562;2;59,7
7909683705222;BLUSA JUV. ML. 66614;3;71,25
7909683712718;BLUSA JUV. ML. 66615;4;78,36
7909810886688;BLUSA JUV. ML. 78239;6;35,33
7909919014005;BLUSA JUV. ML. 78263;22;38,37
7909706335412;BLUSA JUV. ML. 79557;4;48,9
7909810897349;BLUSA JUV. ML. 91447;16;25,78
7909810852065;BLUSA JUV. ML. 91449;5;38,02
7909810501970;BLUSA JUV. ML. 91923;2;41,87
7909834167145;BLUSA JUV. ML. 95431;2;48,78
7909834322292;BLUSA JUV. ML. 95546;1;48,78
7909246830859;BLUSA JUV. ML. LUNENDER 041;5;28,73
7909683140023;BLUSA JUV. ML. LUNENDER 041;1;56,34
7909683786672;BLUSA JUV. ML. LUNENDER 204;40;38,15
7900066013347;BLUSA JUV. ML. LUNENDER 490;6;57,4
7900066331410;BLUSA JUV. ML. LUNENDER 496;14;48,92
7909683133247;BLUSA JUV. ML. LUNENDER 60029;2;58,86
7909022274358;BLUSA JUV. ML. LUNENDER 61176;1;44,6
7909246826494;BLUSA JUV. ML. LUNENDER 61824, 054;4;32,98
7892530828062;BLUSA JUV. ML. LUNENDER 62073, 077 ;1;34,02
7892530298889;BLUSA JUV. ML. LUNENDER 62271;1;42,78
